glass_type,artifact_i,artifact_j,co_cluster_frequency,n_joint_resamples,k,stable_subclass_supported
铅钡,26,47,0.007425742574257425,404,6,0
铅钡,26,48,0.0,377,6,0
铅钡,26,49,0.032432432432432434,370,6,0
铅钡,26,50,0.04076086956521739,368,6,0
铅钡,26,51,0.07088607594936709,395,6,0
铅钡,26,52,0.05235602094240838,382,6,0
铅钡,26,53,0.005154639175257732,388,6,0
铅钡,26,54,0.12266666666666666,375,6,0
铅钡,26,55,0.019753086419753086,405,6,0
铅钡,26,56,0.05641025641025641,390,6,0
铅钡,26,57,0.09615384615384616,364,6,0
铅钡,26,58,0.10626702997275204,367,6,0
铅钡,28,02,0.0835509138381201,383,6,0
铅钡,28,08,0.0,417,6,0
铅钡,28,11,0.011235955056179775,356,6,0
铅钡,28,19,0.013404825737265416,373,6,0
铅钡,28,20,0.04473684210526316,380,6,0
铅钡,28,23,0.029023746701846966,379,6,0
铅钡,28,24,0.0,361,6,0
铅钡,28,25,0.0948509485094851,369,6,0
铅钡,28,26,0.0,389,6,0
铅钡,28,28,1.0,602,6,0
铅钡,28,29,0.7908163265306123,392,6,0
铅钡,28,30,0.09259259259259259,378,6,0
铅钡,28,31,0.272264631043257,393,6,0
铅钡,28,32,0.18635170603674542,381,6,0
铅钡,28,33,0.33246753246753247,385,6,0
铅钡,28,34,0.010126582278481013,395,6,0
铅钡,28,35,0.23013698630136986,365,6,0
铅钡,28,36,0.016172506738544475,371,6,0
铅钡,28,37,0.11386138613861387,404,6,0
铅钡,28,38,0.016304347826086956,368,6,0
铅钡,28,39,0.02406417112299465,374,6,0
铅钡,28,40,0.005194805194805195,385,6,0
铅钡,28,41,0.03598971722365039,389,6,0
铅钡,28,42,0.1111111111111111,387,6,0
铅钡,28,43,0.0025575447570332483,391,6,0
铅钡,28,44,0.8900523560209425,382,6,0
铅钡,28,45,0.5412371134020618,388,6,0
铅钡,28,46,0.3633879781420765,366,6,0
铅钡,28,47,0.1554959785522788,373,6,0
铅钡,28,48,0.810880829015544,386,6,0
铅钡,28,49,0.27319587628865977,388,6,0
铅钡,28,50,0.013550135501355014,369,6,0
铅钡,28,51,0.013623978201634877,367,6,0
铅钡,28,52,0.008,375,6,0
铅钡,28,53,0.5688311688311688,385,6,0
铅钡,28,54,0.002688172043010753,372,6,0
铅钡,28,55,0.07575757575757576,396,6,0
铅钡,28,56,0.021052631578947368,380,6,0
铅钡,28,57,0.011299435028248588,354,6,0
铅钡,28,58,0.013513513513513514,370,6,0
铅钡,29,02,0.05569620253164557,395,6,0
铅钡,29,08,0.0,421,6,0
铅钡,29,11,0.011527377521613832,347,6,0
铅钡,29,19,0.012755102040816327,392,6,0
铅钡,29,20,0.03359173126614987,387,6,0
铅钡,29,23,0.021108179419525065,379,6,0
铅钡,29,24,0.005479452054794521,365,6,0
铅钡,29,25,0.08222811671087533,377,6,0
铅钡,29,26,0.0,395,6,0
铅钡,29,28,0.7908163265306123,392,6,0
铅钡,29,29,1.0,605,6,0
铅钡,29,30,0.08205128205128205,390,6,0
铅钡,29,31,0.2708860759493671,395,6,0
铅钡,29,32,0.10106382978723404,376,6,0
铅钡,29,33,0.25380710659898476,394,6,0
铅钡,29,34,0.010498687664041995,381,6,0
铅钡,29,35,0.0673854447439353,371,6,0
铅钡,29,36,0.013157894736842105,380,6,0
铅钡,29,37,0.04455445544554455,404,6,0
铅钡,29,38,0.013812154696132596,362,6,0
铅钡,29,39,0.010498687664041995,381,6,0
铅钡,29,40,0.0027100271002710027,369,6,0
铅钡,29,41,0.015189873417721518,395,6,0
铅钡,29,42,0.04591836734693878,392,6,0
铅钡,29,43,0.005208333333333333,384,6,0
铅钡,29,44,0.887468030690537,391,6,0
铅钡,29,45,0.35309278350515466,388,6,0
铅钡,29,46,0.26063829787234044,376,6,0
铅钡,29,47,0.09975062344139651,401,6,0
铅钡,29,48,0.9683377308707124,379,6,0
铅钡,29,49,0.2684931506849315,365,6,0
铅钡,29,50,0.005249343832020997,381,6,0
铅钡,29,51,0.005154639175257732,388,6,0
铅钡,29,52,0.0,375,6,0
铅钡,29,53,0.3779527559055118,381,6,0
铅钡,29,54,0.0026666666666666666,375,6,0
铅钡,29,55,0.07397959183673469,392,6,0
铅钡,29,56,0.012919896640826873,387,6,0
铅钡,29,57,0.002770083102493075,361,6,0
铅钡,29,58,0.002824858757062147,354,6,0
铅钡,30,02,0.6368286445012787,391,6,0
铅钡,30,08,0.02336448598130841,428,6,0
铅钡,30,11,0.2506811989100817,367,6,0
铅钡,30,19,0.4476439790575916,382,6,0
铅钡,30,20,0.1518324607329843,382,6,0
铅钡,30,23,0.10103626943005181,386,6,0
铅钡,30,24,0.03494623655913978,372,6,0
铅钡,30,25,0.38292011019283745,363,6,0
铅钡,30,26,0.02313624678663239,389,6,0
铅钡,30,28,0.09259259259259259,378,6,0
铅钡,30,29,0.08205128205128205,390,6,0
铅钡,30,30,1.0,607,6,0
铅钡,30,31,0.3407960199004975,402,6,0
铅钡,30,32,0.06684491978609626,374,6,0
铅钡,30,33,0.1076923076923077,390,6,0
铅钡,30,34,0.12345679012345678,405,6,0
铅钡,30,35,0.01871657754010695,374,6,0
铅钡,30,36,0.12176165803108809,386,6,0
铅钡,30,37,0.10301507537688442,398,6,0
铅钡,30,38,0.125,368,6,0
铅钡,30,39,0.13624678663239073,389,6,0
铅钡,30,40,0.07608695652173914,368,6,0
铅钡,30,41,0.475,400,6,0
铅钡,30,42,0.06068601583113457,379,6,0
铅钡,30,43,0.27114427860696516,402,6,0
铅钡,30,44,0.08184143222506395,391,6,0
铅钡,30,45,0.11335012594458438,397,6,0
铅钡,30,46,0.20207253886010362,386,6,0
铅钡,30,47,0.2421875,384,6,0
铅钡,30,48,0.11904761904761904,378,6,0
铅钡,30,49,0.6322751322751323,378,6,0
铅钡,30,50,0.43466666666666665,375,6,0
铅钡,30,51,0.446524064171123,374,6,0
铅钡,30,52,0.15926892950391644,383,6,0
铅钡,30,53,0.10569105691056911,369,6,0
铅钡,30,54,0.3967828418230563,373,6,0
铅钡,30,55,0.26184538653366585,401,6,0
铅钡,30,56,0.31746031746031744,378,6,0
铅钡,30,57,0.3058510638297872,376,6,0
铅钡,30,58,0.3753280839895013,381,6,0
铅钡,31,02,0.29310344827586204,406,6,0
铅钡,31,08,0.0,422,6,0
铅钡,31,11,0.06666666666666667,360,6,0
铅钡,31,19,0.05128205128205128,390,6,0
铅钡,31,20,0.08860759493670886,395,6,0
铅钡,31,23,0.1796875,384,6,0
铅钡,31,24,0.024,375,6,0
铅钡,31,25,0.3038961038961039,385,6,0
铅钡,31,26,0.0,391,6,0
铅钡,31,28,0.272264631043257,393,6,0
铅钡,31,29,0.2708860759493671,395,6,0
铅钡,31,30,0.3407960199004975,402,6,0
铅钡,31,31,1.0,618,6,0
铅钡,31,32,0.4155844155844156,385,6,0
铅钡,31,33,0.5219512195121951,410,6,0
铅钡,31,34,0.009852216748768473,406,6,0
铅钡,31,35,0.10335917312661498,387,6,0
铅钡,31,36,0.01804123711340206,388,6,0
铅钡,31,37,0.178743961352657,414,6,0
铅钡,31,38,0.002652519893899204,377,6,0
铅钡,31,39,0.02564102564102564,390,6,0
铅钡,31,40,0.002617801047120419,382,6,0
铅钡,31,41,0.21588089330024815,403,6,0
铅钡,31,42,0.125,392,6,0
铅钡,31,43,0.010075566750629723,397,6,0
铅钡,31,44,0.2617283950617284,405,6,0
铅钡,31,45,0.39518072289156625,415,6,0
铅钡,31,46,0.36855670103092786,388,6,0
铅钡,31,47,0.27692307692307694,390,6,0
铅钡,31,48,0.25380710659898476,394,6,0
铅钡,31,49,0.5430809399477807,383,6,0
铅钡,31,50,0.012953367875647668,386,6,0
铅钡,31,51,0.012468827930174564,401,6,0
铅钡,31,52,0.002506265664160401,399,6,0
铅钡,31,53,0.38046272493573263,389,6,0
铅钡,31,54,0.015384615384615385,390,6,0
铅钡,31,55,0.18886198547215496,413,6,0
铅钡,31,56,0.047979797979797977,396,6,0
铅钡,31,57,0.034759358288770054,374,6,0
铅钡,31,58,0.029411764705882353,374,6,0
铅钡,32,02,0.17539267015706805,382,6,0
铅钡,32,08,0.0,409,6,0
铅钡,32,11,0.09348441926345609,353,6,0
铅钡,32,19,0.013054830287206266,383,6,0
铅钡,32,20,0.042328042328042326,378,6,0
铅钡,32,23,0.3484042553191489,376,6,0
铅钡,32,24,0.17094017094017094,351,6,0
铅钡,32,25,0.35945945945945945,370,6,0
铅钡,32,26,0.0,395,6,0
铅钡,32,28,0.18635170603674542,381,6,0
铅钡,32,29,0.10106382978723404,376,6,0
铅钡,32,30,0.06684491978609626,374,6,0
铅钡,32,31,0.4155844155844156,385,6,0
铅钡,32,32,1.0,593,6,0
铅钡,32,33,0.7493261455525606,371,6,0
铅钡,32,34,0.07506702412868632,373,6,0
铅钡,32,35,0.5649717514124294,354,6,0
铅钡,32,36,0.09577464788732394,355,6,0
铅钡,32,37,0.3,400,6,0
铅钡,32,38,0.049586776859504134,363,6,0
铅钡,32,39,0.01876675603217158,373,6,0
铅钡,32,40,0.0,374,6,0
铅钡,32,41,0.18253968253968253,378,6,0
铅钡,32,42,0.3064935064935065,385,6,0
铅钡,32,43,0.002570694087403599,389,6,0
铅钡,32,44,0.1260053619302949,373,6,0
铅钡,32,45,0.3549222797927461,386,6,0
铅钡,32,46,0.4837837837837838,370,6,0
铅钡,32,47,0.5283018867924528,371,6,0
铅钡,32,48,0.08446866485013624,367,6,0
铅钡,32,49,0.22010869565217392,368,6,0
铅钡,32,50,0.008174386920980926,367,6,0
铅钡,32,51,0.005305039787798408,377,6,0
铅钡,32,52,0.0,366,6,0
铅钡,32,53,0.328,375,6,0
铅钡,32,54,0.0027397260273972603,365,6,0
铅钡,32,55,0.32727272727272727,385,6,0
铅钡,32,56,0.061170212765957445,376,6,0
铅钡,32,57,0.03591160220994475,362,6,0
铅钡,32,58,0.008310249307479225,361,6,0
铅钡,33,02,0.04785894206549118,397,6,0
铅钡,33,08,0.0024630541871921183,406,6,0
铅钡,33,11,0.08831908831908832,351,6,0
铅钡,33,19,0.007792207792207792,385,6,0
铅钡,33,20,0.03684210526315789,380,6,0
铅钡,33,23,0.30933333333333335,375,6,0
铅钡,33,24,0.14794520547945206,365,6,0
铅钡,33,25,0.49056603773584906,371,6,0
铅钡,33,26,0.0,396,6,0
铅钡,33,28,0.33246753246753247,385,6,0
铅钡,33,29,0.25380710659898476,394,6,0
铅钡,33,30,0.1076923076923077,390,6,0
铅钡,33,31,0.5219512195121951,410,6,0
铅钡,33,32,0.7493261455525606,371,6,0
铅钡,33,33,1.0,608,6,0
铅钡,33,34,0.08877284595300261,383,6,0
铅钡,33,35,0.2568306010928962,366,6,0
铅钡,33,36,0.15844155844155844,385,6,0
铅钡,33,37,0.3261904761904762,420,6,0
铅钡,33,38,0.08196721311475409,366,6,0
铅钡,33,39,0.03367875647668394,386,6,0
铅钡,33,40,0.005263157894736842,380,6,0
铅钡,33,41,0.03598971722365039,389,6,0
铅钡,33,42,0.34704370179948585,389,6,0
铅钡,33,43,0.005333333333333333,375,6,0
铅钡,33,44,0.3148614609571788,397,6,0
铅钡,33,45,0.655940594059406,404,6,0
铅钡,33,46,0.7714285714285715,385,6,0
铅钡,33,47,0.7037974683544304,395,6,0
铅钡,33,48,0.2725,400,6,0
铅钡,33,49,0.375,376,6,0
铅钡,33,50,0.029649595687331536,371,6,0
铅钡,33,51,0.043701799485861184,389,6,0
铅钡,33,52,0.013333333333333334,375,6,0
铅钡,33,53,0.6214833759590793,391,6,0
铅钡,33,54,0.035422343324250684,367,6,0
铅钡,33,55,0.44282238442822386,411,6,0
铅钡,33,56,0.1038961038961039,385,6,0
铅钡,33,57,0.05121293800539083,371,6,0
铅钡,33,58,0.008174386920980926,367,6,0
铅钡,34,02,0.02,400,6,0
铅钡,34,08,0.030878859857482184,421,6,0
铅钡,34,11,0.16847826086956522,368,6,0
铅钡,34,19,0.15267175572519084,393,6,0
铅钡,34,20,0.16578947368421051,380,6,0
铅钡,34,23,0.2601626016260163,369,6,0
铅钡,34,24,0.21333333333333335,375,6,0
铅钡,34,25,0.41823056300268097,373,6,0
铅钡,34,26,0.010443864229765013,383,6,0
铅钡,34,28,0.010126582278481013,395,6,0
铅钡,34,29,0.010498687664041995,381,6,0
铅钡,34,30,0.12345679012345678,405,6,0
铅钡,34,31,0.009852216748768473,406,6,0
铅钡,34,32,0.07506702412868632,373,6,0
铅钡,34,33,0.08877284595300261,383,6,0
铅钡,34,34,1.0,607,6,0
铅钡,34,35,0.29427792915531337,367,6,0
铅钡,34,36,0.9090909090909091,374,6,0
铅钡,34,37,0.25,400,6,0
铅钡,34,38,0.8798882681564246,358,6,0
铅钡,34,39,0.36533333333333334,375,6,0
铅钡,34,40,0.2770448548812665,379,6,0
铅钡,34,41,0.015037593984962405,399,6,0
铅钡,34,42,0.306282722513089,382,6,0
铅钡,34,43,0.16321243523316062,386,6,0
铅钡,34,44,0.005221932114882507,383,6,0
铅钡,34,45,0.03655352480417755,383,6,0
铅钡,34,46,0.1566579634464752,383,6,0
铅钡,34,47,0.24935064935064935,385,6,0
铅钡,34,48,0.0053475935828877,374,6,0
铅钡,34,49,0.03208556149732621,374,6,0
铅钡,34,50,0.3900523560209424,382,6,0
铅钡,34,51,0.3359375,384,6,0
铅钡,34,52,0.4845360824742268,388,6,0
铅钡,34,53,0.02577319587628866,388,6,0
铅钡,34,54,0.2649350649350649,385,6,0
铅钡,34,55,0.49747474747474746,396,6,0
铅钡,34,56,0.6068601583113457,379,6,0
铅钡,34,57,0.5840220385674931,363,6,0
铅钡,34,58,0.20588235294117646,374,6,0
铅钡,35,02,0.06951871657754011,374,6,0
铅钡,35,08,0.004901960784313725,408,6,0
铅钡,35,11,0.027855153203342618,359,6,0
铅钡,35,19,0.0,359,6,0
铅钡,35,20,0.011267605633802818,355,6,0
铅钡,35,23,0.1196808510638298,376,6,0
铅钡,35,24,0.07736389684813753,349,6,0
铅钡,35,25,0.0935672514619883,342,6,0
铅钡,35,26,0.0,371,6,0
铅钡,35,28,0.23013698630136986,365,6,0
铅钡,35,29,0.0673854447439353,371,6,0
铅钡,35,30,0.01871657754010695,374,6,0
铅钡,35,31,0.10335917312661498,387,6,0
铅钡,35,32,0.5649717514124294,354,6,0
铅钡,35,33,0.2568306010928962,366,6,0
铅钡,35,34,0.29427792915531337,367,6,0
铅钡,35,35,1.0,584,6,0
铅钡,35,36,0.37066666666666664,375,6,0
铅钡,35,37,0.05141388174807198,389,6,0
铅钡,35,38,0.37746478873239436,355,6,0
铅钡,35,39,0.0633245382585752,379,6,0
铅钡,35,40,0.11388888888888889,360,6,0
铅钡,35,41,0.079155672823219,379,6,0
铅钡,35,42,0.05737704918032787,366,6,0
铅钡,35,43,0.005235602094240838,382,6,0
铅钡,35,44,0.09066666666666667,375,6,0
铅钡,35,45,0.16449086161879894,383,6,0
铅钡,35,46,0.17073170731707318,369,6,0
铅钡,35,47,0.25065963060686014,379,6,0
铅钡,35,48,0.05333333333333334,375,6,0
铅钡,35,49,0.057065217391304345,368,6,0
铅钡,35,50,0.07202216066481995,361,6,0
铅钡,35,51,0.03672316384180791,354,6,0
铅钡,35,52,0.2222222222222222,369,6,0
铅钡,35,53,0.14325068870523416,363,6,0
铅钡,35,54,0.03142857142857143,350,6,0
铅钡,35,55,0.15463917525773196,388,6,0
铅钡,35,56,0.11140583554376658,377,6,0
铅钡,35,57,0.08379888268156424,358,6,0
铅钡,35,58,0.0028328611898017,353,6,0
铅钡,36,02,0.01020408163265306,392,6,0
铅钡,36,08,0.010075566750629723,397,6,0
铅钡,36,11,0.09831460674157304,356,6,0
铅钡,36,19,0.037333333333333336,375,6,0
铅钡,36,20,0.05361930294906166,373,6,0
铅钡,36,23,0.1640625,384,6,0
铅钡,36,24,0.22,350,6,0
铅钡,36,25,0.38526912181303113,353,6,0
铅钡,36,26,0.002531645569620253,395,6,0
铅钡,36,28,0.016172506738544475,371,6,0
铅钡,36,29,0.013157894736842105,380,6,0
铅钡,36,30,0.12176165803108809,386,6,0
铅钡,36,31,0.01804123711340206,388,6,0
铅钡,36,32,0.09577464788732394,355,6,0
铅钡,36,33,0.15844155844155844,385,6,0
铅钡,36,34,0.9090909090909091,374,6,0
铅钡,36,35,0.37066666666666664,375,6,0
铅钡,36,36,1.0,594,6,0
铅钡,36,37,0.14249363867684478,393,6,0
铅钡,36,38,0.9354838709677419,372,6,0
铅钡,36,39,0.353099730458221,371,6,0
铅钡,36,40,0.3333333333333333,360,6,0
铅钡,36,41,0.01634877384196185,367,6,0
铅钡,36,42,0.20053475935828877,374,6,0
铅钡,36,43,0.0703125,384,6,0
铅钡,36,44,0.007792207792207792,385,6,0
铅钡,36,45,0.06923076923076923,390,6,0
铅钡,36,46,0.23759791122715404,383,6,0
铅钡,36,47,0.3451086956521739,368,6,0
铅钡,36,48,0.01358695652173913,368,6,0
铅钡,36,49,0.05026455026455026,378,6,0
铅钡,36,50,0.4745308310991957,373,6,0
铅钡,36,51,0.42021276595744683,376,6,0
铅钡,36,52,0.6054054054054054,370,6,0
铅钡,36,53,0.04864864864864865,370,6,0
铅钡,36,54,0.29301075268817206,372,6,0
铅钡,36,55,0.5038759689922481,387,6,0
铅钡,36,56,0.612565445026178,382,6,0
铅钡,36,57,0.5989159891598916,369,6,0
铅钡,36,58,0.054945054945054944,364,6,0
铅钡,37,02,0.02631578947368421,418,6,0
铅钡,37,08,0.08536585365853659,410,6,0
铅钡,37,11,0.4477211796246649,373,6,0
铅钡,37,19,0.29207920792079206,404,6,0
铅钡,37,20,0.6025,400,6,0
铅钡,37,23,0.9072164948453608,388,6,0
铅钡,37,24,0.32707774798927614,373,6,0
铅钡,37,25,0.3324607329842932,382,6,0
铅钡,37,26,0.06598984771573604,394,6,0
铅钡,37,28,0.11386138613861387,404,6,0
铅钡,37,29,0.04455445544554455,404,6,0
铅钡,37,30,0.10301507537688442,398,6,0
铅钡,37,31,0.178743961352657,414,6,0
铅钡,37,32,0.3,400,6,0
铅钡,37,33,0.3261904761904762,420,6,0
铅钡,37,34,0.25,400,6,0
铅钡,37,35,0.05141388174807198,389,6,0
铅钡,37,36,0.14249363867684478,393,6,0
铅钡,37,37,1.0,627,6,0
铅钡,37,38,0.11398963730569948,386,6,0
铅钡,37,39,0.08208955223880597,402,6,0
铅钡,37,40,0.027989821882951654,393,6,0
铅钡,37,41,0.0024630541871921183,406,6,0
铅钡,37,42,0.8944723618090452,398,6,0
铅钡,37,43,0.19402985074626866,402,6,0
铅钡,37,44,0.07542579075425791,411,6,0
铅钡,37,45,0.3175,400,6,0
铅钡,37,46,0.3225,400,6,0
铅钡,37,47,0.30392156862745096,408,6,0
铅钡,37,48,0.07575757575757576,396,6,0
铅钡,37,49,0.08010335917312661,387,6,0
铅钡,37,50,0.05235602094240838,382,6,0
铅钡,37,51,0.04071246819338423,393,6,0
铅钡,37,52,0.035623409669211195,393,6,0
铅钡,37,53,0.2653061224489796,392,6,0
铅钡,37,54,0.043478260869565216,391,6,0
铅钡,37,55,0.2863849765258216,426,6,0
铅钡,37,56,0.16112531969309463,391,6,0
铅钡,37,57,0.17223650385604114,389,6,0
铅钡,37,58,0.2997416020671835,387,6,0
铅钡,38,02,0.016042780748663103,374,6,0
铅钡,38,08,0.01015228426395939,394,6,0
铅钡,38,11,0.05917159763313609,338,6,0
铅钡,38,19,0.05027932960893855,358,6,0
铅钡,38,20,0.06371191135734072,361,6,0
铅钡,38,23,0.10989010989010989,364,6,0
铅钡,38,24,0.1751412429378531,354,6,0
铅钡,38,25,0.29461756373937675,353,6,0
铅钡,38,26,0.0,368,6,0
铅钡,38,28,0.016304347826086956,368,6,0
铅钡,38,29,0.013812154696132596,362,6,0
铅钡,38,30,0.125,368,6,0
铅钡,38,31,0.002652519893899204,377,6,0
铅钡,38,32,0.049586776859504134,363,6,0
铅钡,38,33,0.08196721311475409,366,6,0
铅钡,38,34,0.8798882681564246,358,6,0
铅钡,38,35,0.37746478873239436,355,6,0
铅钡,38,36,0.9354838709677419,372,6,0
铅钡,38,37,0.11398963730569948,386,6,0
铅钡,38,38,1.0,575,6,0
铅钡,38,39,0.4017094017094017,351,6,0
铅钡,38,40,0.3989071038251366,366,6,0
铅钡,38,41,0.013736263736263736,364,6,0
铅钡,38,42,0.16853932584269662,356,6,0
铅钡,38,43,0.07356948228882834,367,6,0
铅钡,38,44,0.0027548209366391185,363,6,0
铅钡,38,45,0.03225806451612903,372,6,0
铅钡,38,46,0.1452513966480447,358,6,0
铅钡,38,47,0.2585227272727273,352,6,0
铅钡,38,48,0.00558659217877095,358,6,0
铅钡,38,49,0.0273972602739726,365,6,0
铅钡,38,50,0.46831955922865015,363,6,0
铅钡,38,51,0.3788300835654596,359,6,0
铅钡,38,52,0.6555555555555556,360,6,0
铅钡,38,53,0.019178082191780823,365,6,0
铅钡,38,54,0.3194444444444444,360,6,0
铅钡,38,55,0.42819148936170215,376,6,0
铅钡,38,56,0.5828729281767956,362,6,0
铅钡,38,57,0.5612535612535613,351,6,0
铅钡,38,58,0.06779661016949153,354,6,0
铅钡,39,02,0.027848101265822784,395,6,0
铅钡,39,08,0.11951219512195121,410,6,0
铅钡,39,11,0.045714285714285714,350,6,0
铅钡,39,19,0.047244094488188976,381,6,0
铅钡,39,20,0.07123287671232877,365,6,0
铅钡,39,23,0.13101604278074866,374,6,0
铅钡,39,24,0.12034383954154727,349,6,0
铅钡,39,25,0.2103825136612022,366,6,0
铅钡,39,26,0.1282051282051282,390,6,0
铅钡,39,28,0.02406417112299465,374,6,0
铅钡,39,29,0.010498687664041995,381,6,0
铅钡,39,30,0.13624678663239073,389,6,0
铅钡,39,31,0.02564102564102564,390,6,0
铅钡,39,32,0.01876675603217158,373,6,0
铅钡,39,33,0.03367875647668394,386,6,0
铅钡,39,34,0.36533333333333334,375,6,0
铅钡,39,35,0.0633245382585752,379,6,0
铅钡,39,36,0.353099730458221,371,6,0
铅钡,39,37,0.08208955223880597,402,6,0
铅钡,39,38,0.4017094017094017,351,6,0
铅钡,39,39,1.0,594,6,0
铅钡,39,40,0.7783783783783784,370,6,0
铅钡,39,41,0.056265984654731455,391,6,0
铅钡,39,42,0.05511811023622047,381,6,0
铅钡,39,43,0.1056701030927835,388,6,0
铅钡,39,44,0.012853470437017995,389,6,0
铅钡,39,45,0.015625,384,6,0
铅钡,39,46,0.03753351206434316,373,6,0
铅钡,39,47,0.1566579634464752,383,6,0
铅钡,39,48,0.016129032258064516,372,6,0
铅钡,39,49,0.03561643835616438,365,6,0
铅钡,39,50,0.33421750663129973,377,6,0
铅钡,39,51,0.31351351351351353,370,6,0
铅钡,39,52,0.4945054945054945,364,6,0
铅钡,39,53,0.0326975476839237,367,6,0
铅钡,39,54,0.3945945945945946,370,6,0
铅钡,39,55,0.3442211055276382,398,6,0
铅钡,39,56,0.5670886075949367,395,6,0
铅钡,39,57,0.553072625698324,358,6,0
铅钡,39,58,0.039886039886039885,351,6,0
铅钡,40,02,0.010610079575596816,377,6,0
铅钡,40,08,0.05583756345177665,394,6,0
铅钡,40,11,0.036931818181818184,352,6,0
铅钡,40,19,0.05093833780160858,373,6,0
铅钡,40,20,0.02981029810298103,369,6,0
铅钡,40,23,0.04395604395604396,364,6,0
铅钡,40,24,0.04748603351955307,358,6,0
铅钡,40,25,0.06685236768802229,359,6,0
铅钡,40,26,0.08488063660477453,377,6,0
铅钡,40,28,0.005194805194805195,385,6,0
铅钡,40,29,0.0027100271002710027,369,6,0
铅钡,40,30,0.07608695652173914,368,6,0
铅钡,40,31,0.002617801047120419,382,6,0
铅钡,40,32,0.0,374,6,0
铅钡,40,33,0.005263157894736842,380,6,0
铅钡,40,34,0.2770448548812665,379,6,0
铅钡,40,35,0.11388888888888889,360,6,0
铅钡,40,36,0.3333333333333333,360,6,0
铅钡,40,37,0.027989821882951654,393,6,0
铅钡,40,38,0.3989071038251366,366,6,0
铅钡,40,39,0.7783783783783784,370,6,0
铅钡,40,40,1.0,585,6,0
铅钡,40,41,0.0316622691292876,379,6,0
铅钡,40,42,0.021108179419525065,379,6,0
铅钡,40,43,0.11842105263157894,380,6,0
铅钡,40,44,0.0026246719160104987,381,6,0
铅钡,40,45,0.005221932114882507,383,6,0
铅钡,40,46,0.016129032258064516,372,6,0
铅钡,40,47,0.05994550408719346,367,6,0
铅钡,40,48,0.00267379679144385,374,6,0
铅钡,40,49,0.016574585635359115,362,6,0
铅钡,40,50,0.3068181818181818,352,6,0
铅钡,40,51,0.23529411764705882,357,6,0
铅钡,40,52,0.7893258426966292,356,6,0
铅钡,40,53,0.002680965147453083,373,6,0
铅钡,40,54,0.3002754820936639,363,6,0
铅钡,40,55,0.14397905759162305,382,6,0
铅钡,40,56,0.2821917808219178,365,6,0
铅钡,40,57,0.2535211267605634,355,6,0
铅钡,40,58,0.06571428571428571,350,6,0
铅钡,41,02,0.7755610972568578,401,6,0
铅钡,41,08,0.12971698113207547,424,6,0
铅钡,41,11,0.1565934065934066,364,6,0
铅钡,41,19,0.2125984251968504,381,6,0
铅钡,41,20,0.046511627906976744,387,6,0
铅钡,41,23,0.0027100271002710027,369,6,0
铅钡,41,24,0.03333333333333333,360,6,0
铅钡,41,25,0.06593406593406594,364,6,0
铅钡,41,26,0.1,380,6,0
铅钡,41,28,0.03598971722365039,389,6,0
铅钡,41,29,0.015189873417721518,395,6,0
铅钡,41,30,0.475,400,6,0
铅钡,41,31,0.21588089330024815,403,6,0
铅钡,41,32,0.18253968253968253,378,6,0
铅钡,41,33,0.03598971722365039,389,6,0
铅钡,41,34,0.015037593984962405,399,6,0
铅钡,41,35,0.079155672823219,379,6,0
铅钡,41,36,0.01634877384196185,367,6,0
铅钡,41,37,0.0024630541871921183,406,6,0
铅钡,41,38,0.013736263736263736,364,6,0
铅钡,41,39,0.056265984654731455,391,6,0
铅钡,41,40,0.0316622691292876,379,6,0
铅钡,41,41,1.0,609,6,0
铅钡,41,42,0.007957559681697613,377,6,0
铅钡,41,43,0.2807017543859649,399,6,0
铅钡,41,44,0.027707808564231738,397,6,0
铅钡,41,45,0.02763819095477387,398,6,0
铅钡,41,46,0.0582010582010582,378,6,0
铅钡,41,47,0.041343669250646,387,6,0
铅钡,41,48,0.023316062176165803,386,6,0
铅钡,41,49,0.38133333333333336,375,6,0
铅钡,41,50,0.19946808510638298,376,6,0
铅钡,41,51,0.31693989071038253,366,6,0
铅钡,41,52,0.07253886010362694,386,6,0
铅钡,41,53,0.03608247422680412,388,6,0
铅钡,41,54,0.3421750663129973,377,6,0
铅钡,41,55,0.04314720812182741,394,6,0
铅钡,41,56,0.08785529715762273,387,6,0
铅钡,41,57,0.1002710027100271,369,6,0
铅钡,41,58,0.21153846153846154,364,6,0
铅钡,42,02,0.023255813953488372,387,6,0
铅钡,42,08,0.06619385342789598,423,6,0
铅钡,42,11,0.45892351274787535,353,6,0
铅钡,42,19,0.3333333333333333,384,6,0
铅钡,42,20,0.5744125326370757,383,6,0
铅钡,42,23,0.7154471544715447,369,6,0
铅钡,42,24,0.3435754189944134,358,6,0
铅钡,42,25,0.3698630136986301,365,6,0
铅钡,42,26,0.042105263157894736,380,6,0
铅钡,42,28,0.1111111111111111,387,6,0
铅钡,42,29,0.04591836734693878,392,6,0
铅钡,42,30,0.06068601583113457,379,6,0
铅钡,42,31,0.125,392,6,0
铅钡,42,32,0.3064935064935065,385,6,0
铅钡,42,33,0.34704370179948585,389,6,0
铅钡,42,34,0.306282722513089,382,6,0
铅钡,42,35,0.05737704918032787,366,6,0
铅钡,42,36,0.20053475935828877,374,6,0
铅钡,42,37,0.8944723618090452,398,6,0
铅钡,42,38,0.16853932584269662,356,6,0
铅钡,42,39,0.05511811023622047,381,6,0
